License_Number,Hospital_Name,City,Year,Quarter,Licensed_Beds,Acute_Care_Medicare_Discharges,Acute_Care_Medicaid_Discharges,Acute_Care_Self_Pay_Discharges,Acute_Care_Commercial_Discharges,Acute_Care_Other_Discharges,Acute_Care_Total_Discharges,Swing_Bed_Medicare_Discharges1,Swing_Bed_Medicaid_Discharges,Swing_Bed_Self_Pay_Discharges,Swing_Bed_Commercial_Discharges,Swing_Bed_Other_Discharges,Swing_Bed_Total_Discharges,SNF_Medicare_Discharges,SNF_Medicaid_Discharges,SNF_Self_Pay_Discharges,SNF_Commercial_Discharges,SNF_Other_Discharges,SNF_Total_Discharges,Psych_Rehab_CDU_Medicare_Discharges,Psych_Rehab_CDU_Medicaid_Discharges,Psych_Rehab_CDU_Self_Pay_Discharges,Psych_Rehab_CDU_Commercial_Discharges,Psych_Rehab_CDU_Other_Discharges,Psych_Rehab_CDU_Total_Discharges,Total_Medicare_Discharges,Total_Medicaid_Discharges,Total_Self_Pay_Discharges,Total_Commercial_Discharges,Total_Other_Discharges,Total_Discharges,Acute_Care_Medicare_Patient_Days,Acute_Care_Medicaid_Patient_Days,Acute_Care_Self_Pay_Patient_Days,Acute_Care_Commercial_Patient_Days,Acute_Care_Other_Patient_Days,Acute_Care_Total_Patient_Days,Swing_Bed_Medicare_Patient_Days,Swing_Bed_Medicaid_Patient_Days,Swing_Bed_Self_Pay_Patient_Days,Swing_Bed_Commercial_Patient_Days,Swing_Bed_Other_Patient_Days,Swing_Bed_Total_Patient_Days,SNF_Medicare_Patient_Days,SNF_Medicaid_Patient_Days,SNF_Self_Pay_Patient_Days,SNF_Commercial_Patient_Days,SNF_Other_Patient_Days,SNF_Total_Patient_Days,Psych_Rehab_CDU_Medicare_Patient_Days,Psych_Rehab_CDU_Medicaid_Patient_Days,Psych_Rehab_CDU_Self_Pay_Patient_Days,Psych_Rehab_CDU_Commercial_Patient_Days,Psych_Rehab_CDU_Other_Patient_Days,Psych_Rehab_CDU_Total_Patient_Days,Total_Medicare_Patient_Days,Total_Medicaid_Patient_Days,Total_Self_Pay_Patient_Days,Total_Commercial_Patient_Days,Total_Other_Patient_Days,Total_Patient_Days,Total_Inpatient_Surgeries,Total_Births,Total_Newborn_Days,Number_of_Admissions_from_ER,Emergency_Room_Visits,Outpatient_Surgery_Visits,Observation_Visits,Home_Health_Visits,All_Other_Visits,Total_Outpatient_Visits,Acute_Medicare_Inpatient_Revenue,Acute_Medicaid_Inpatient_Revenue,Acute_Self_Pay_Inpatient_Revenue,Acute_Other_Inpatient_Revenue,Acute_Total_Inpatient_Revenue,Acute_Medicare_Outpatient_Revenue,Acute_Medicaid_Outpatient_Revenue,Acute_Self_Pay_Outpatient_Revenue,Acute_Commercial_Inpatient_Revenue,Acute_Commercial_Outpatient_Revenue,Acute_Other_Outpatient_Revenue,Acute_Total_Outpatient_Revenue,Swing_Bed_Medicare_Revenue,Swing_Bed_Medicaid_Revenue,Swing_Bed_Self_Pay_Revenue,Swing_Bed_Commercial_Revenue,Swing_Bed_Other_Revenue,Swing_Bed_Total_Revenue,SNF_Medicare_Revenue,SNF_Medicaid_Revenue,SNF_Self_Pay_Revenue,SNF_Commercial_Revenue,SNF_Other_Revenue,SNF_Total_Revenue,Psych_Rehab_CDU_Medicare_Revenue,Psych_Rehab_CDU_Medicaid_Revenue,Psych_Rehab_CDU_Self_Pay_Revenue,Psych_Rehab_CDU_Commercial_Revenue,Psych_Rehab_CDU_Other_Revenue,Psych_Rehab_DCU_Total_Revenue,Home_Health_Medicare_Revenue,Home_Health_Medicaid_Revenue,Home_Health_Self_Pay_Revenue,Home_Health_Commercial_Revenue,Home_Health_Other_Revenue,Home_Health_Total_Revenue,Total_Medicare_Revenue,Total_Medicaid_Revenue,Total_Self_Pay_Revenue,Total_Commercial_Revenue,Total_Other_Revenue,Total_Revenue,Acute_Contractuals_Medicare,Acute_Contractuals_Medicaid,Acute_Contractuals_Self_Pay,Acute_Contractuals_Commercial,Acute_Contractuals_Other,Acute_Contractuals_Total,Other_Contractuals_Medicare,Other_Contractuals_Medicaid,Other_Contractuals_Self_Pay,Other_Contractuals_Commercial,Other_Contractuals_Other,Other_Contractuals_Total,Total_Medicare_Contractuals,Total_Medicaid_Contractuals,Total_Self_Pay_Contractuals,Total_Commercial_Contractuals,Total_Other_Contractuals,Total_Contractuals,Total_Charity_Care,Facility_Payroll,Facility_Paid_Hours,Physician_Payroll,Physician_Paid_Hours,Total_Payroll,Total_Paid_Hours,Employee_Benefit_Expenses,Supply_Expenses,Depreciation_Expense,Interest_Expenses,Professional_Fee_Expense,Bad_Debts,All_Other_Expenses,Total_Operating_Expenses,Other_Operation_Revenue,Operating_Margin,Net_Non_Operating_Gains_Losses,Tax_Subsidies,Gross_Total_Margin,Gross_Accounts_Receivable_Medicare,Gross_Accounts_Receivable_Medicaid,Gross_Accounts_Receivable_Self_Pay,Gross_Accounts_Receivable_Commercial,Gross_Accounts_Receivable_Other,Total_Gross_Accounts_Receivable,Casemix Index
157,St. Luke's Rehabilitation Institute,Spokane,2019,3,102,241,65,0,0,69,375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,241,65,0,0,69,375,3218,873,0,0,847,4938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3218,873,0,0,847,4938,0,0,0,0,0,0,0,0,27174,27174,12280749,3585912,0,2878790,18745451,3548019,2171226,0,0,0,4632142,10351387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15828768,5757138,0,0,7510932,29096838,8809406,3814223,0,0,5181240,17804869,0,0,0,0,0,0,8809406,3814223,0,0,5181240,17804869,266607,8369636,240593,0,0,8369636,240593,2125613,485189,279777,1938,,-567251,2275539,13537692,743018,0,1456,0,1456,8829526,4336901,0,0,10259424,23425851,1.2633
158,Cascade Medical Center,Leavenworth,2019,3,12,14,1,0,0,1,16,15,1,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,29,2,0,0,1,32,34,2,0,0,5,41,349,4,0,0,0,353,0,0,0,0,0,0,0,0,0,0,0,0,383,6,0,0,5,394,0,0,0,12,1029,0,6,0,22577,23612,117933,5683,0,5588,129204,2504657,959859,0,0,0,2430793,5895309,1053555,12292,0,0,0,1065847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3676145,977834,0,0,2436381,7090360,771951,598089,0,0,618659,1988699,119213,7492,0,0,0,126705,891164,605581,0,0,618659,2115404,77546,2264707,76301,698895,6580,2963602,82881,594709,434064,339023,4518,,112738,656446,4992362,319613,0,33992,427626,461618,1601392,678972,0,0,2418022,4698386,0.5448
159,Providence St. Peter Hospital,Olympia,2019,3,390,2642,836,0,0,1321,4799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2642,836,0,0,1321,4799,15753,4294,0,0,5392,25439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15753,4294,0,0,5392,25439,1406,591,1253,3419,12892,2668,805,0,91713,108078,211783842,45766326,0,76710685,334260853,93638932,35182862,0,0,0,70706246,199528040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,305422774,80949188,0,0,147416931,533788893,250626390,64267142,0,0,81576956,396470488,0,0,0,0,0,0,250626390,64267142,0,0,81576956,396470488,7569748,48340106,1185635,373617,2239,48713723,1187874,4984805,23028285,3134085,479135,,1451762,56650337,136990370,2216358,0,747704,0,747704,138024622,45470012,0,0,103874357,287368991,1.0927
161,Kadlec Regional Medical Center,Richland,2019,3,292,1939,944,0,0,1354,4237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1939,944,0,0,1354,4237,10207,4099,0,0,7145,21451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10207,4099,0,0,7145,21451,1197,1174,2229,2437,13314,3171,738,0,222333,239556,100349957,44396002,0,58350003,203095962,107846043,55965398,0,0,0,123560211,287371652,0,292,0,0,0,292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,208196000,100361692,0,0,181910214,490467906,153434795,77891551,0,0,85717995,317044341,0,0,0,0,0,0,153434795,77891551,0,0,85717995,317044341,10341386,51941611,1468264,17190400,82060,69132011,1550324,5420099,31649503,4201985,2826392,,275339,54906299,168136289,7610194,0,905153,0,905153,2807174810,1645292462,0,0,3535764546,7988231818,0.9876
162,Sacred Heart Medical Center,Spokane,2019,3,691,3070,1924,0,0,2186,7180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3070,1924,0,0,2186,7180,17987,13098,0,0,9857,40942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17987,13098,0,0,9857,40942,2663,855,1170,3354,16401,3708,1632,0,154190,175931,202193889,117653025,0,127604279,447451193,92791919,48218234,0,0,0,82146204,223156357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,294985808,165871259,0,0,209750483,670607550,210166100,120303669,0,0,100040880,430510649,0,0,0,0,0,0,210166100,120303669,0,0,100040880,430510649,7135976,71495614,1800479,5626167,14384,77121781,1814863,7060443,50891635,4706653,1776985,,2030566,106081145,247638642,11967204,0,1444457,0,1444457,126967004,87964277,0,0,146754748,361686029,1.3181
164,EvergreenHealth Kirkland / King Country Public Ho,Kirkland,2019,3,318,1385,552,0,0,1848,3785,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,20,66,1431,552,0,0,1868,3851,7546,2394,0,0,4869,14809,0,0,0,0,0,0,0,0,0,0,0,0,523,0,0,0,320,843,8069,2394,0,0,5189,15652,720,1180,3187,2620,15177,2993,483,36959,267683,323295,94016972,22117209,0,81251904,197386085,103855355,21580153,0,0,0,137690087,263125595,0,0,0,0,0,0,0,0,0,0,0,0,2204619,0,0,0,1132930,3337549,9116146,182643,0,0,22721539,32020328,209193092,43880005,0,0,242796460,495869557,142656216,35625190,0,0,137822414,316103820,0,0,0,0,0,0,142656216,35625190,0,0,137822414,316103820,2259155,77164767,1899075,22650167,112030,99814934,2011105,20605297,25147440,8797714,1897207,,7759740,26237418,182500010,9538930,0,1016991,6707000,7723991,90966866,27722445,0,0,159750846,278440157,0.7582
165,Lake Chelan Health,Chelan,2019,3,34,62,6,0,0,39,107,44,0,0,0,2,46,0,0,0,0,0,0,0,0,0,0,0,0,106,6,0,0,41,153,162,45,0,0,54,261,819,0,0,0,41,860,0,0,0,0,0,0,0,0,0,0,0,0,981,45,0,0,95,1121,10,23,32,0,1790,155,0,0,0,1945,805855,347207,0,495976,1649038,1909059,757904,0,0,0,6480123,9147086,759136,0,0,0,40139,799275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3474050,1105111,0,0,7016238,11595399,2167850,1118001,0,0,1690928,4976779,0,0,0,0,0,0,2167850,1118001,0,0,1690928,4976779,156735,3558527,104853,749064,4926,4307591,109779,813938,595993,190013,0,,930360,1220200,7127735,178441,0,559339,0,559339,6478666,1830610,0,0,5754143,14063419,0.411
167,Ferry County Memorial Hospital,Republic,2019,3,25,15,0,0,0,6,21,9,0,0,0,1,10,0,4,0,0,0,4,0,0,0,0,0,0,24,4,0,0,7,35,39,3,0,0,12,54,120,0,0,0,34,154,0,868,0,0,196,1064,0,0,0,0,0,0,159,871,0,0,242,1272,0,0,0,17,519,0,26,0,2167,2712,137100,13465,0,90357,240922,2061098,1058672,0,0,0,1224824,4344594,226014,0,0,0,69339,295353,17304,160392,0,0,25293,202989,0,0,0,0,0,0,0,0,0,0,0,0,2441516,1232529,0,0,1409813,5083858,762550,388348,0,0,567912,1718810,86889,58271,0,0,40542,185702,849439,446619,0,0,608454,1904512,17224,1311369,49024,368952,4759,1680321,53783,313568,280750,208510,41370,,63873,585135,3109654,80226,0,102752,66936,169688,867372,1219314,0,0,1101279,3187965,0.6634
168,Confluence Health: Central Washington Hospital,Wenatchee,2019,3,176,1495,641,0,0,673,2809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1495,641,0,0,673,2809,6920,2234,0,0,2184,11338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6920,2234,0,0,2184,11338,758,365,582,0,9559,1250,851,5588,58106,75354,66910739,21602351,0,25529608,114042698,75285826,25711153,0,0,0,48340025,149337004,0,0,0,0,0,0,368,0,0,0,0,368,0,0,0,0,0,0,1053763,27253,0,0,26685,1107701,143250696,47340757,0,0,73896318,264487771,92216310,35048252,0,0,18898851,146163413,0,0,0,0,1029500,1029500,92216310,35048252,0,0,19928351,147192913,2560654,29592122,851758,0,0,29592122,851758,8422358,24192771,2876530,1209956,,2239159,40914465,107208202,2476949,0,2229761,0,2229761,54489249,29504711,0,0,80818397,164812357,1.0698
170,PeaceHealth Southwest Medical Center,Vancouver,2019,3,450,2410,954,0,0,1277,4641,0,0,0,0,0,0,0,0,0,0,0,0,34,12,0,0,18,64,2444,966,0,0,1295,4705,11417,4524,0,0,4556,20497,0,0,0,0,0,0,0,0,0,0,0,0,427,126,0,0,332,885,11844,4650,0,0,4888,21382,1282,506,1691,3097,16488,3197,1246,7443,19997,48371,154808854,47442472,0,67725247,269976573,105417304,53425883,0,0,0,85574437,244417624,0,0,0,0,0,0,0,0,0,0,0,0,988253,301802,0,0,432155,1722210,1023536,518883,0,0,832117,2374536,262237947,101689040,0,0,154563956,518490943,198757969,78787121,0,0,76378893,353923983,0,0,0,0,0,0,198757969,78787121,0,0,76378893,353923983,15875967,51069275,1238229,4323753,38435,55393028,1276664,14584433,26453301,9691856,174962,,4588836,43127568,149425148,2199607,0,42420,0,42420,133284174,45850266,0,0,110118221,289252661,1.1211
172,Public Hospital District #1-A of Whitman County,Pullman,2019,3,42,113,56,0,0,129,298,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,120,56,0,0,129,305,351,131,0,0,304,786,52,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,403,131,0,0,304,838,105,98,180,310,2960,0,229,0,16875,20064,3500957,539584,0,2952795,6993336,7675640,2947802,0,0,0,13506216,24129658,160630,0,0,0,0,160630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11337227,3487386,0,0,16459011,31283624,3732501,1867899,0,0,8495057,14095457,0,0,0,0,0,0,3732501,1867899,0,0,8495057,14095457,209094,7157248,196004,1107216,8560,8264464,204564,1514902,2698925,748998,131056,,-34429,2969263,16327608,344214,0,-922194,309861,-612333,7187912,1605037,0,0,9795615,18588564,0.701
173,Arbor Health,Morton,2019,3,10,29,3,0,0,8,40,21,0,0,0,1,22,0,0,0,0,0,0,0,0,0,0,0,0,50,3,0,0,9,62,83,9,0,0,24,116,408,0,0,0,13,421,0,613,0,0,31,644,0,0,0,0,0,0,491,622,0,0,68,1181,6,0,0,39,1377,72,56,0,5985,7490,789525,35515,0,295741,1120781,4897153,1910517,0,0,0,2661661,9469331,888294,0,0,0,0,888294,0,235864,0,0,37402,273266,0,0,0,0,0,0,0,0,0,0,0,0,6574972,2181896,0,0,2994804,11751672,2056373,1375021,0,0,1055729,4487123,0,0,0,0,0,0,2056373,1375021,0,0,1055729,4487123,81852,3296781,119481,349634,3667,3646415,123148,806379,541403,439678,113080,,163456,1506329,7053284,272853,0,0,415772,415772,3007134,986451,0,0,2790209,6783794,0.6757
175,Mary Bridge Children's Hospital,Tacoma,2019,3,82,1,583,0,0,448,1032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,583,0,0,448,1032,2,2194,0,0,1367,3563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2194,0,0,1367,3563,343,0,0,736,9545,1492,196,0,24888,36121,14107,44056650,0,32488651,76559408,32702,79878772,0,0,0,71291455,151202929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46809,123935422,0,0,103780106,227762337,34655,103798817,0,0,40450686,144284158,0,0,0,0,0,0,34655,103798817,0,0,40450686,144284158,2158267,17594803,380607,9157170,68131,26751973,448738,4984523,4045852,1934231,870849,,2208391,31510172,70097600,1937121,0,0,0,0,79703,50860934,0,0,61066586,112007223,0.9464
176,Tacoma General / Allenmore,Tacoma,2019,3,581,2115,1583,0,0,1871,5569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2115,1583,0,0,1871,5569,7327,6067,0,0,5333,18727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7327,6067,0,0,5333,18727,1434,783,1148,3391,21963,2361,681,0,110371,135376,183964162,114357837,0,126822435,425144434,174595742,104605633,0,0,0,185307966,464509341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,358559904,218963470,0,0,312130401,889653775,316882124,187716818,0,0,139874470,644473412,0,0,0,0,0,0,316882124,187716818,0,0,139874470,644473412,21231441,63195993,1509783,17987989,132052,81183982,1641835,16982595,44476918,6050716,2969901,,8144093,66243040,217907152,1868822,0,0,0,0,139892027,114726988,0,0,224477155,479096170,1.1284
180,Valley Hospital and Medical Center,Spokane,2019,3,123,623,299,0,0,333,1255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,623,299,0,0,333,1255,2536,1013,0,0,902,4451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2536,1013,0,0,902,4451,322,150,248,987,11657,1538,480,0,1982,15657,37963393,12231897,0,13248656,63443946,42991491,25588517,0,0,0,48062531,116642539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80954884,37820414,0,0,61311187,180086485,88719986,26806668,0,0,24033866,139560520,0,0,0,0,0,0,88719986,26806668,0,0,24033866,139560520,3558535,11939878,305655,124165,105,12064043,305760,2779732,6829144,1279387,766821,,2154193,8647900,32367027,220376,0,0,0,0,34550270,15832784,0,0,40300291,90683345,0.8532
183,Auburn Medical Center,Auburn,2019,3,195,653,681,0,0,504,1838,0,0,0,0,0,0,0,0,0,0,0,0,28,23,0,0,14,65,681,704,0,0,518,1903,4079,3264,0,0,1973,9316,0,0,0,0,0,0,0,0,0,0,0,0,1192,637,0,0,296,2125,5271,3901,0,0,2269,11441,289,327,507,1147,10775,664,227,0,6013,17679,52340296,25475772,0,20148596,97964664,28275682,32311874,0,0,0,45689914,106277470,0,0,0,0,0,0,0,0,0,0,0,0,3004764,3438672,0,0,4854024,11297460,0,0,0,0,0,0,83620742,61226318,0,0,70692534,215539594,92158688,42260645,0,0,22276227,156695560,0,0,0,0,0,0,92158688,42260645,0,0,22276227,156695560,8377394,18029581,428688,2550935,20614,20580516,449302,4554629,5421284,2262331,891480,,2605398,17139640,50849880,236966,0,0,0,0,41641162,22712021,0,0,43262585,107615768,0.8224
186,Grays Harbor Count,Elma,2019,3,24,59,17,0,0,18,94,4,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,63,17,0,0,19,99,233,52,0,0,61,346,176,0,0,0,11,187,0,0,0,0,0,0,0,0,0,0,0,0,409,52,0,0,72,533,0,0,0,92,3980,0,40,0,25023,29043,1367785,344054,0,485126,2196965,6484345,5906108,0,0,0,6645242,19035695,121237,84250,0,0,222016,427503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7973367,6334412,0,0,7352384,21660163,0,0,0,0,0,0,4412983,5794204,0,0,2784360,12991547,4412983,5794204,0,0,2784360,12991547,452939,4430267,154396,1444465,12354,5874732,166750,1324201,571408,971109,431395,,747167,2130963,11303808,3699099,0,176718,29621,206339,3529449,2712286,0,0,9514370,15756105,0.613
191,Providence Centralia Hospital,Centralia,2019,3,128,563,255,0,0,194,1012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,563,255,0,0,194,1012,2899,1061,0,0,789,4749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2899,1061,0,0,789,4749,238,169,277,864,8469,610,437,0,69619,79135,30565991,11244056,0,9055046,50865093,76593679,33022553,0,0,0,48126413,157742645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107159670,44266609,0,0,57181459,208607738,85184654,37749848,0,0,26062102,148996604,0,0,0,0,0,0,85184654,37749848,0,0,26062102,148996604,4109189,13669339,336044,53153,246,13722492,336290,1266880,10793450,1124912,136054,,412346,19242478,46286266,430571,0,154024,0,154024,49118003,20186219,0,0,38039616,107343838,0.7566
193,MOUNT CARMEL HOSPITAL,Colville,2019,3,55,140,73,0,0,31,244,17,0,0,0,12,29,0,0,0,0,0,0,0,0,0,0,0,0,157,73,0,0,43,273,643,170,0,0,194,1007,180,5,0,0,112,297,0,0,0,0,0,0,0,0,0,0,0,0,823,175,0,0,306,1304,38,53,83,165,2619,196,95,0,22763,25673,2191869,1255076,0,646412,4093357,11365213,5077294,0,0,0,6889308,23331815,451121,12093,0,0,283105,746319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14008203,6344463,0,0,7818825,28171491,8295638,3781549,0,0,1959738,14036925,327906,25729,0,0,313,353948,8623544,3807278,0,0,1960051,14390873,610609,4289103,114967,-415,3,4288688,114970,390290,1098512,388014,291169,,65535,5877135,12333808,49803,0,0,0,0,5574495,2069588,0,0,5625279,13269362,0.6501
194,PROVIDENCE ST JOSEPH HOSPITAL,Chewelah,2019,3,65,30,12,0,0,4,46,12,2,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,42,14,0,0,4,60,307,72,0,0,12,391,203,43,0,0,0,246,0,0,0,0,0,0,0,0,0,0,0,0,510,115,0,0,12,637,0,0,0,39,1137,51,35,0,6480,7703,256113,215861,0,78630,550604,3532298,1681212,0,0,0,1815138,7028648,422630,83294,0,0,73,505997,170,70800,0,0,19125,90095,0,0,0,0,0,0,0,0,0,0,0,0,4211211,2051167,0,0,1912966,8175344,2295098,1212823,0,0,449504,3957425,48264,197918,0,0,-2761,243421,2343362,1410741,0,0,446743,4200846,247127,2232495,54541,0,0,2232495,54541,204887,246633,80603,45877,,-2287,2044865,4855360,20603,0,14864,0,14864,1679608,547939,0,0,947939,3175486,0.6528
195,Snoqualmie Valley Hospital,Snoqualmie Vall,2019,3,28,7,2,0,0,1,10,57,1,0,0,9,67,0,0,0,0,0,0,0,0,0,0,0,0,64,3,0,0,10,77,19,4,0,0,2,25,1767,92,0,0,295,2154,0,0,0,0,0,0,0,0,0,0,0,0,1786,96,0,0,297,2179,0,0,0,9,1030,91,0,0,8422,9543,70604,15528,0,6709,92841,1991569,1073579,0,0,0,3789726,6854874,5942878,64626,0,0,1361740,7369244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8005051,1153733,0,0,5158175,14316959,22998,5589,0,0,0,28587,1999001,281912,0,0,2484028,4764941,2021999,287501,0,0,2484028,4793528,217606,3622008,106485,941568,8717,4563576,115202,824612,683325,832344,1427095,,133460,1688305,10019257,170524,0,4189,961276,965465,3480115,769055,0,0,4548412,8797582,0.5479
197,Capital Medical Center,Olympia,2019,3,107,702,263,0,0,300,1265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,702,263,0,0,300,1265,2613,1548,0,0,219,4380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2613,1548,0,0,219,4380,596,186,312,559,5261,750,252,0,12392,18655,45649845,14792896,0,17032456,77475197,35775466,15918219,0,0,0,31717226,83410911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81425311,30711115,0,0,48749682,160886108,68458624,25684342,0,0,35412540,129555506,0,0,0,0,0,0,68458624,25684342,0,0,35412540,129555506,1485805,9821714,242922,0,0,9821714,242922,1525948,5589893,1354555,2486227,,518101,9128557,29906894,77925,0,0,0,0,5595637,3949244,0,0,18064410,27609291,1.0591
198,Astria Sunnyside Hospital,Sunnyside,2019,3,25,247,210,0,0,161,618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,247,210,0,0,161,618,662,562,0,0,431,1655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,662,562,0,0,431,1655,217,118,178,390,3868,783,205,1290,17587,23733,11537150,7259584,0,1600417,20397151,21039304,20405369,0,0,0,19633533,61078206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32576454,27664953,0,0,21233950,81475357,19713857,16741630,0,0,12849865,49305352,0,0,0,0,0,0,19713857,16741630,0,0,12849865,49305352,2498916,6294611,240799,3058668,22424,9353279,263223,1463646,2848785,828321,94035,,3275635,8657266,23245332,96914,0,-162293,0,-162293,32543974,23208260,0,0,33987528,89739762,0.5979
199,ASTRIA TOPPENISH HOSPITAL,Toppenish,2019,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.488
201,St. Francis Hospital,Federal Way,2019,3,124,764,738,0,0,346,1848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,764,738,0,0,346,1848,3969,1948,0,0,1757,7674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3969,1948,0,0,1757,7674,504,272,503,1386,11515,802,1309,0,94949,108575,66302902,35158366,0,42568801,144030069,85447215,53381551,0,0,0,96887381,235716147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151750117,88539917,0,0,139456182,379746216,128975445,76485223,0,0,74443286,279903954,0,0,0,0,13723488,13723488,128975445,76485223,0,0,88166774,293627442,6991720,22178072,576903,7206432,54551,29384504,631454,6337903,8991219,3328306,19751,,3302729,24702923,72764606,1507855,0,340243,0,340243,46040173,19552094,0,0,122351818,187944085,0.917
202,Regional Hospital for Respiratory & Complex Care,Seattle,2019,3,40,25,1,0,0,18,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,1,0,0,18,44,825,32,0,0,549,1406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,825,32,0,0,549,1406,0,0,0,0,0,0,0,0,0,0,5188190,590994,0,4342224,10121408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5188190,590994,0,0,4342224,10121408,3443689,446295,0,0,2465003,6354987,0,0,0,0,1026,1026,3443689,446295,0,0,2466029,6356013,817,1663128,35885,0,0,1663128,35885,438983,168348,109390,0,,24288,994224,3374073,0,0,0,0,0,3206131,479947,0,0,4248827,7934905,3.6832
